A5A616	Unknown																								
O32583	nucleotide binding 	[GO:0000166]	 sulfur carrier activity 	[GO:0097163]																					
P00350	guanosine tetraphosphate binding 	[GO:0097216]	 identical protein binding 	[GO:0042802]	 NADP binding 	[GO:0050661]	 phosphogluconate dehydrogenase (decarboxylating) activity 	[GO:0004616]	 protein homodimerization activity 	[GO:0042803]															
P02930	bile acid transmembrane transporter activity 	[GO:0015125]	 efflux transmembrane transporter activity 	[GO:0015562]	 identical protein binding 	[GO:0042802]	 monoatomic ion channel activity 	[GO:0005216]	 porin activity 	[GO:0015288]															
P02931	colicin transmembrane transporter activity 	[GO:0042912]	 disordered domain specific binding 	[GO:0097718]	 identical protein binding 	[GO:0042802]	 lipid binding 	[GO:0008289]	 lipopolysaccharide binding 	[GO:0001530]	 monoatomic ion channel activity 	[GO:0005216]	 porin activity 	[GO:0015288]											
P02942	identical protein binding 	[GO:0042802]	 transmembrane signaling receptor activity 	[GO:0004888]																					
P02943	carbohydrate transmembrane transporter activity 	[GO:0015144]	 maltodextrin transmembrane transporter activity 	[GO:0042958]	 maltose transporting porin activity 	[GO:0015481]	 porin activity 	[GO:0015288]	 virus receptor activity 	[GO:0001618]															
P03004	ATP binding 	[GO:0005524]	 ATP hydrolysis activity 	[GO:0016887]	 DNA binding 	[GO:0003677]	 DNA replication origin binding 	[GO:0003688]	 identical protein binding 	[GO:0042802]	 sequence-specific DNA binding 	[GO:0043565]													
P03007	3'-5' exonuclease activity 	[GO:0008408]	 DNA binding 	[GO:0003677]	 DNA-directed DNA polymerase activity 	[GO:0003887]	 exonuclease activity 	[GO:0004527]	 metal ion binding 	[GO:0046872]															
P03018	3'-5' DNA helicase activity 	[GO:0043138]	 ATP binding 	[GO:0005524]	 ATP hydrolysis activity 	[GO:0016887]	 DNA binding 	[GO:0003677]	 DNA helicase activity 	[GO:0003678]	 DNA translocase activity 	[GO:0015616]	 isomerase activity 	[GO:0016853]	 protein homodimerization activity 	[GO:0042803]	 single-stranded DNA helicase activity 	[GO:0017116]							
P03023	cis-regulatory region sequence-specific DNA binding 	[GO:0000987]	 DNA-binding transcription factor activity 	[GO:0003700]	 DNA-binding transcription repressor activity 	[GO:0001217]	 identical protein binding 	[GO:0042802]	 transcription cis-regulatory region binding 	[GO:0000976]															
P03819	antiporter activity 	[GO:0015297]	 enzyme binding 	[GO:0019899]	 glutathione-regulated potassium exporter activity 	[GO:0015503]	 nucleotide binding 	[GO:0000166]	 protein homodimerization activity 	[GO:0042803]	 toxic substance binding 	[GO:0015643]													
P03959	P-type potassium transmembrane transporter activity 	[GO:0008556]	 potassium ion binding 	[GO:0030955]																					
P03960	ATP binding 	[GO:0005524]	 ATP hydrolysis activity 	[GO:0016887]	 magnesium ion binding 	[GO:0000287]	 P-type potassium transmembrane transporter activity 	[GO:0008556]																	
P03961	ATP binding 	[GO:0005524]	 P-type potassium transmembrane transporter activity 	[GO:0008556]																					
P04036	4-hydroxy-tetrahydrodipicolinate reductase 	[GO:0008839]	 identical protein binding 	[GO:0042802]	 NAD binding 	[GO:0051287]	 NADP binding 	[GO:0050661]	" oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor "	[GO:0016726]															
P04079	ATP binding 	[GO:0005524]	 GMP synthase (glutamine-hydrolyzing) activity 	[GO:0003922]	 GMP synthase activity 	[GO:0003921]	 identical protein binding 	[GO:0042802]																	
P04152	"ATP-dependent activity, acting on DNA "	[GO:0008094]	 damaged DNA binding 	[GO:0003684]	 DNA-directed DNA polymerase activity 	[GO:0003887]	 single-stranded DNA binding 	[GO:0003697]																	
P04391	amino acid binding 	[GO:0016597]	 metal ion binding 	[GO:0046872]	 ornithine carbamoyltransferase activity 	[GO:0004585]																			
P04395	alkylated DNA binding 	[GO:0032131]	 alkylbase DNA N-glycosylase activity 	[GO:0003905]	 DNA-3-methyladenine glycosylase activity 	[GO:0008725]	 DNA-3-methylguanine glycosylase activity 	[GO:0052822]	 DNA-7-methyladenine glycosylase activity 	[GO:0052821]	 DNA-7-methylguanine glycosylase activity 	[GO:0043916]													
P04425	ATP binding 	[GO:0005524]	 glutathione synthase activity 	[GO:0004363]	 identical protein binding 	[GO:0042802]	 magnesium ion binding 	[GO:0000287]																	
P04693	aromatic-amino-acid:2-oxoglutarate aminotransferase activity 	[GO:0008793]	 identical protein binding 	[GO:0042802]	 L-leucine:2-oxoglutarate aminotransferase activity 	[GO:0050048]	 L-phenylalanine:2-oxoglutarate aminotransferase activity 	[GO:0080130]	 L-tyrosine:2-oxoglutarate aminotransferase activity 	[GO:0004838]	 protein homodimerization activity 	[GO:0042803]	 pyridoxal phosphate binding 	[GO:0030170]											
P04805	ATP binding 	[GO:0005524]	 glutamate-tRNA ligase activity 	[GO:0004818]	 tRNA binding 	[GO:0000049]	 zinc ion binding 	[GO:0008270]																	
P04825	aminopeptidase activity 	[GO:0004177]	 identical protein binding 	[GO:0042802]	 metallopeptidase activity 	[GO:0008237]	 zinc ion binding 	[GO:0008270]																	
P04968	amino acid binding 	[GO:0016597]	 L-serine ammonia-lyase activity 	[GO:0003941]	 L-threonine ammonia-lyase activity 	[GO:0004794]	 pyridoxal phosphate binding 	[GO:0030170]																	
P04982	D-ribose pyranase activity 	[GO:0062193]	 identical protein binding 	[GO:0042802]	 intramolecular lyase activity 	[GO:0016872]	 intramolecular transferase activity 	[GO:0016866]	 monosaccharide binding 	[GO:0048029]															
P04983	ABC-type D-ribose transporter activity 	[GO:0015611]	 ABC-type monosaccharide transporter activity 	[GO:0015407]	 ATP binding 	[GO:0005524]	 ATP hydrolysis activity 	[GO:0016887]	 D-ribose transmembrane transporter activity 	[GO:0015591]															
P04993	ATP binding 	[GO:0005524]	 ATP hydrolysis activity 	[GO:0016887]	 DNA binding 	[GO:0003677]	 exodeoxyribonuclease V activity 	[GO:0008854]	 helicase activity 	[GO:0004386]	 single-stranded DNA helicase activity 	[GO:0017116]													
P04994	DNA binding 	[GO:0003677]	 exodeoxyribonuclease VII activity 	[GO:0008855]																					
P04995	3'-5'-RNA exonuclease activity 	[GO:0000175]	 5'-deoxyribose-5-phosphate lyase activity 	[GO:0051575]	 magnesium ion binding 	[GO:0000287]	 single-stranded DNA 3'-5' DNA exonuclease activity 	[GO:0008310]	 single-stranded DNA binding 	[GO:0003697]															
P05020	dihydroorotase activity 	[GO:0004151]	 protein homodimerization activity 	[GO:0042803]	 zinc ion binding 	[GO:0008270]																			
P05041	4-amino-4-deoxychorismate synthase activity 	[GO:0046820]	 magnesium ion binding 	[GO:0000287]	 protein heterodimerization activity 	[GO:0046982]	 tryptophan binding 	[GO:0120284]																	
P05042	fumarate hydratase activity 	[GO:0004333]	 identical protein binding 	[GO:0042802]																					
P05050	dioxygenase activity 	[GO:0051213]	 DNA-N1-methyladenine dioxygenase activity 	[GO:0043734]	 ferrous iron binding 	[GO:0008198]	 oxidative DNA demethylase activity 	[GO:0035516]	 oxidative RNA demethylase activity 	[GO:0035515]															
P05055	3'-5'-RNA exonuclease activity 	[GO:0000175]	 cyclic-di-GMP binding 	[GO:0035438]	 identical protein binding 	[GO:0042802]	 magnesium ion binding 	[GO:0000287]	 polyribonucleotide nucleotidyltransferase activity 	[GO:0004654]	 RNA binding 	[GO:0003723]													
P05194	3-dehydroquinate dehydratase activity 	[GO:0003855]	 protein homodimerization activity 	[GO:0042803]																					
P05458	metalloendopeptidase activity 	[GO:0004222]	 zinc ion binding 	[GO:0008270]																					
P05523	"8-oxo-7,8-dihydroguanine DNA N-glycosylase activity "	[GO:0034039]	 class I DNA-(apurinic or apyrimidinic site) endonuclease activity 	[GO:0140078]	 damaged DNA binding 	[GO:0003684]	 DNA N-glycosylase activity 	[GO:0019104]	 DNA-(apurinic or apyrimidinic site) endonuclease activity 	[GO:0003906]	 endonuclease activity 	[GO:0004519]	 metal ion binding 	[GO:0046872]	 oxidized purine nucleobase lesion DNA N-glycosylase activity 	[GO:0008534]	 oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity 	[GO:0000703]	 zinc ion binding 	[GO:0008270]					
P05637	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity 	[GO:0008803]	 bis(5'-nucleosyl)-tetraphosphatase activity 	[GO:0008796]	 phosphatase activity 	[GO:0016791]																			
P05704	protein homodimerization activity 	[GO:0042803]	 transmembrane signaling receptor activity 	[GO:0004888]																					
P05791	"2 iron, 2 sulfur cluster binding "	[GO:0051537]	" 4 iron, 4 sulfur cluster binding "	[GO:0051539]	 dihydroxy-acid dehydratase activity 	[GO:0004160]	 hydro-lyase activity 	[GO:0016836]	 iron-sulfur cluster binding 	[GO:0051536]	 magnesium ion binding 	[GO:0000287]													
P05793	2-dehydropantoate 2-reductase activity 	[GO:0008677]	 identical protein binding 	[GO:0042802]	 ketol-acid reductoisomerase activity 	[GO:0004455]	 magnesium ion binding 	[GO:0000287]	 NADP binding 	[GO:0050661]															
P05804	beta-glucuronidase activity 	[GO:0004566]	 carbohydrate binding 	[GO:0030246]	 identical protein binding 	[GO:0042802]																			
P05824	ATP binding 	[GO:0005524]																							
P05825	colicin transmembrane transporter activity 	[GO:0042912]	 enterobactin binding 	[GO:1903981]	 enterobactin transmembrane transporter activity 	[GO:0042931]	 ferric-enterobactin transmembrane transporter activity 	[GO:0015620]	 ligand-gated channel activity 	[GO:0022834]	 protein domain specific binding 	[GO:0019904]	 siderophore uptake transmembrane transporter activity 	[GO:0015344]	 signaling receptor activity 	[GO:0038023]									
P05852	glycosylation-dependent protein binding 	[GO:0140032]	 identical protein binding 	[GO:0042802]	 iron ion binding 	[GO:0005506]	 magnesium ion binding 	[GO:0000287]	 N(6)-L-threonylcarbamoyladenine synthase activity 	[GO:0061711]															
P06129	ABC-type vitamin B12 transporter activity 	[GO:0015420]	 calcium ion binding 	[GO:0005509]	 porin activity 	[GO:0015288]	 protein domain specific binding 	[GO:0019904]																	
P06134	DNA-binding transcription factor activity 	[GO:0003700]	 methylated-DNA-	protein]-cysteine S-methyltransferase activity 	GO:0003908]	 sequence-specific DNA binding 	GO:0043565]	 zinc ion binding 	GO:0008270]																
P06136	identical protein binding 	[GO:0042802]																							
P06149	D-lactate dehydrogenase (quinone) activity 	[GO:0102029]	 electron transfer activity 	[GO:0009055]	 FAD binding 	[GO:0071949]	 flavin adenine dinucleotide binding 	[GO:0050660]	" oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor "	[GO:0016901]	 quinone binding 	[GO:0048038]													
P06609	ABC-type vitamin B12 transporter activity 	[GO:0015420]	 identical protein binding 	[GO:0042802]	 transmembrane transporter activity 	[GO:0022857]																			
P06611	ABC-type vitamin B12 transporter activity 	[GO:0015420]	 ATP binding 	[GO:0005524]	 ATP hydrolysis activity 	[GO:0016887]	 ATPase-coupled transmembrane transporter activity 	[GO:0042626]																	
P06612	DNA binding 	[GO:0003677]	 DNA topoisomerase activity 	[GO:0003916]	" DNA topoisomerase type I (single strand cut, ATP-independent) activity "	[GO:0003917]	 metal ion binding 	[GO:0046872]																	
P06616	GTP binding 	[GO:0005525]	 GTPase activity 	[GO:0003924]	 guanosine tetraphosphate binding 	[GO:0097216]	 ribosomal small subunit binding 	[GO:0043024]	 RNA binding 	[GO:0003723]	 rRNA binding 	[GO:0019843]	 small ribosomal subunit rRNA binding 	[GO:0070181]											
P06709	ATP binding 	[GO:0005524]	 biotin binding 	[GO:0009374]	 biotin-	acetyl-CoA-carboxylase] ligase activity 	GO:0004077]	 DNA binding 	GO:0003677]	 nucleic acid binding 	GO:0003676]	 protein homodimerization activity 	GO:0042803]	 transcription cis-regulatory region binding 	GO:0000976]										
P06710	ATP binding 	[GO:0005524]	 ATP hydrolysis activity 	[GO:0016887]	 DNA binding 	[GO:0003677]	 DNA polymerase processivity factor activity 	[GO:0030337]	 DNA-directed DNA polymerase activity 	[GO:0003887]	 identical protein binding 	[GO:0042802]	 ribonucleoside triphosphate phosphatase activity 	[GO:0017111]											
P06715	FAD binding 	[GO:0071949]	 flavin adenine dinucleotide binding 	[GO:0050660]	 glutathione-disulfide reductase (NADP) activity 	[GO:0004362]	 NADP binding 	[GO:0050661]																	
P06721	alanine racemase activity 	[GO:0008784]	 cystathionine beta-lyase activity 	[GO:0004121]	 cysteine-S-conjugate beta-lyase activity 	[GO:0047804]	 identical protein binding 	[GO:0042802]	 L-cysteine desulfhydrase activity 	[GO:0080146]	 pyridoxal phosphate binding 	[GO:0030170]													
P06722	DNA binding 	[GO:0003677]	 endonuclease activity 	[GO:0004519]	 T/G mismatch-specific endonuclease activity 	[GO:0043765]																			
P06959	acetyltransferase activity 	[GO:0016407]	 dihydrolipoyllysine-residue acetyltransferase activity 	[GO:0004742]	 lipoic acid binding 	[GO:0031405]																			
P06960	amino acid binding 	[GO:0016597]	 metal ion binding 	[GO:0046872]	 ornithine carbamoyltransferase activity 	[GO:0004585]																			
P06961	ATP binding 	[GO:0005524]	 CCA tRNA nucleotidyltransferase activity 	[GO:0004810]	 CCACCA tRNA nucleotidyltransferase activity 	[GO:0160016]	 cyclic-nucleotide phosphodiesterase activity 	[GO:0004112]	 magnesium ion binding 	[GO:0000287]	 phosphatase activity 	[GO:0016791]	 tRNA binding 	[GO:0000049]											
P06968	dUTP diphosphatase activity 	[GO:0004170]	 identical protein binding 	[GO:0042802]	 magnesium ion binding 	[GO:0000287]																			
P06971	iron ion binding 	[GO:0005506]	 protein domain specific binding 	[GO:0019904]	 siderophore uptake transmembrane transporter activity 	[GO:0015344]	 signaling receptor activity 	[GO:0038023]	 toxic substance binding 	[GO:0015643]	 virion binding 	[GO:0046790]													
P06972	transmembrane transporter activity 	[GO:0022857]																							
P06974	cytoskeletal motor activity 	[GO:0003774]																							
P06983	hydroxymethylbilane synthase activity 	[GO:0004418]																							
P06988	histidinol dehydrogenase activity 	[GO:0004399]	 manganese ion binding 	[GO:0030145]	 metal ion binding 	[GO:0046872]	 NAD binding 	[GO:0051287]	 zinc ion binding 	[GO:0008270]															
P06992	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity 	[GO:0052908]	 double-stranded DNA binding 	[GO:0003690]	 mRNA binding 	[GO:0003729]	 ribosomal small subunit binding 	[GO:0043024]	" rRNA (adenine-N6,N6-)-dimethyltransferase activity "	[GO:0000179]															
P06993	ATP binding 	[GO:0005524]	 DNA binding 	[GO:0003677]	 DNA-binding transcription factor activity 	[GO:0003700]	 identical protein binding 	[GO:0042802]	 trisaccharide binding 	[GO:0048031]															
P06996	identical protein binding 	[GO:0042802]	 metal ion binding 	[GO:0046872]	 porin activity 	[GO:0015288]	 virus receptor activity 	[GO:0001618]																	
P06999	6-phosphofructokinase activity 	[GO:0003872]	 ATP binding 	[GO:0005524]	 identical protein binding 	[GO:0042802]	 magnesium ion binding 	[GO:0000287]	 protein homodimerization activity 	[GO:0042803]	 tagatose-6-phosphate kinase activity 	[GO:0009024]													
P07001	NAD(P)+ transhydrogenase (AB-specific) activity 	[GO:0008750]	 NAD(P)+ transhydrogenase activity 	[GO:0008746]	 NADP binding 	[GO:0050661]	 protein dimerization activity 	[GO:0046983]																	
P07003	flavin adenine dinucleotide binding 	[GO:0050660]	 identical protein binding 	[GO:0042802]	 lipid binding 	[GO:0008289]	 magnesium ion binding 	[GO:0000287]	 pyruvate dehydrogenase (quinone) activity 	[GO:0052737]	 thiamine pyrophosphate binding 	[GO:0030976]	 ubiquinone binding 	[GO:0048039]											
P07004	glutamate-5-semialdehyde dehydrogenase activity 	[GO:0004350]	 identical protein binding 	[GO:0042802]	 NADP binding 	[GO:0050661]																			
P07012	"translation release factor activity, codon specific "	[GO:0016149]																							
P07013	identical protein binding 	[GO:0042802]	 single-stranded DNA binding 	[GO:0003697]																					
P07014	"2 iron, 2 sulfur cluster binding "	[GO:0051537]	" 3 iron, 4 sulfur cluster binding "	[GO:0051538]	" 4 iron, 4 sulfur cluster binding "	[GO:0051539]	 electron transfer activity 	[GO:0009055]	 fumarate reductase (menaquinone) 	[GO:0102040]	 iron-sulfur cluster binding 	[GO:0051536]	 metal ion binding 	[GO:0046872]	 succinate dehydrogenase (ubiquinone) activity 	[GO:0008177]									
P07017	identical protein binding 	[GO:0042802]	 protein histidine kinase binding 	[GO:0043424]	 protein homodimerization activity 	[GO:0042803]	 transmembrane signaling receptor activity 	[GO:0004888]																	
P07024	5'-nucleotidase activity 	[GO:0008253]	 metal ion binding 	[GO:0046872]	 nucleotide binding 	[GO:0000166]	 UDP-sugar diphosphatase activity 	[GO:0008768]	 XMP 5'-nucleosidase activity 	[GO:0106411]															
P07102	4-phytase activity 	[GO:0008707]	 acid phosphatase activity 	[GO:0003993]	 GTPase activity 	[GO:0003924]	 inositol phosphate phosphatase activity 	[GO:0052745]	 nucleotidase activity 	[GO:0008252]	 sugar-phosphatase activity 	[GO:0050308]													
P07117	L-proline transmembrane transporter activity 	[GO:0015193]	 proline:sodium symporter activity 	[GO:0005298]	 sodium ion binding 	[GO:0031402]																			
P07118	aminoacyl-tRNA editing activity 	[GO:0002161]	 ATP binding 	[GO:0005524]	 magnesium ion binding 	[GO:0000287]	 valine-tRNA ligase activity 	[GO:0004832]																	
P07330	deaminase binding 	[GO:1990827]	 phosphorelay response regulator activity 	[GO:0000156]	 protein-glutamate methylesterase activity 	[GO:0008984]	 protein-glutamine glutaminase activity 	[GO:0050568]																	
P07363	ATP binding 	[GO:0005524]	 phosphorelay sensor kinase activity 	[GO:0000155]	 protein histidine kinase activity 	[GO:0004673]																			
P07395	ATP binding 	[GO:0005524]	 identical protein binding 	[GO:0042802]	 magnesium ion binding 	[GO:0000287]	 phenylalanine-tRNA ligase activity 	[GO:0004826]	 tRNA binding 	[GO:0000049]															
P07464	galactoside O-acetyltransferase activity 	[GO:0008870]	 identical protein binding 	[GO:0042802]																					
P07604	ATP binding 	[GO:0005524]	 ATP hydrolysis activity 	[GO:0016887]	 DNA binding 	[GO:0003677]																			
P07623	homoserine O-acetyltransferase activity 	[GO:0004414]	 homoserine O-succinyltransferase activity 	[GO:0008899]	 protein homodimerization activity 	[GO:0042803]																			
P07639	3-dehydroquinate synthase activity 	[GO:0003856]	 NAD+ binding 	[GO:0070403]	 zinc ion binding 	[GO:0008270]																			
P07648	ATP binding 	[GO:0005524]	 DNA binding 	[GO:0003677]	 DNA helicase activity 	[GO:0003678]	 exodeoxyribonuclease V activity 	[GO:0008854]																	
P07649	protein homodimerization activity 	[GO:0042803]	 pseudouridine synthase activity 	[GO:0009982]	 tRNA binding 	[GO:0000049]	 tRNA pseudouridine synthase activity 	[GO:0106029]																	
P07658	"4 iron, 4 sulfur cluster binding "	[GO:0051539]	 formate dehydrogenase (NAD+) activity 	[GO:0008863]	 metal ion binding 	[GO:0046872]	 molybdopterin cofactor binding 	[GO:0043546]	" oxidoreductase activity, acting on the aldehyde or oxo group of donors "	[GO:0016903]															
P07821	ABC-type ferric hydroxamate transporter activity 	[GO:0015625]	 ATP binding 	[GO:0005524]	 ATP hydrolysis activity 	[GO:0016887]	 ferric iron transmembrane transporter activity 	[GO:0015091]																	
P07822	Unknown																								
P07862	ATP binding 	[GO:0005524]	 D-alanine-D-alanine ligase activity 	[GO:0008716]	 metal ion binding 	[GO:0046872]	 protein homodimerization activity 	[GO:0042803]																	
P07913	cadmium ion binding 	[GO:0046870]	 ferrous iron binding 	[GO:0008198]	 L-threonine 3-dehydrogenase activity 	[GO:0008743]	 manganese ion binding 	[GO:0030145]	 oxidoreductase activity 	[GO:0016491]	 zinc ion binding 	[GO:0008270]													
P08142	acetolactate synthase activity 	[GO:0003984]	 flavin adenine dinucleotide binding 	[GO:0050660]	 magnesium ion binding 	[GO:0000287]	 thiamine pyrophosphate binding 	[GO:0030976]																	
P08179	phosphoribosylglycinamide formyltransferase activity 	[GO:0004644]																							
